years_experience,skills_match,country,job_type,education,company_size,num_applications,got_offer
4,3,Spain,remote,bootcamp,medium,39,1
14,10,Germany,onsite,phd,large,14,1
4,5,Poland,onsite,bootcamp,large,26,0
4,0,UK,hybrid,bachelor,large,38,0
3,3,Netherlands,hybrid,bachelor,medium,30,0
4,7,Germany,onsite,bachelor,small,36,0
2,0,Poland,onsite,master,large,38,0
11,2,Poland,remote,phd,medium,35,1
0,0,Spain,remote,self-taught,medium,6,0
4,8,Spain,hybrid,self-taught,large,3,0
12,1,Netherlands,hybrid,bachelor,large,1,0
8,8,Ukraine,onsite,phd,medium,18,1
12,3,USA,hybrid,bootcamp,large,23,1
8,1,Lithuania,remote,self-taught,medium,32,0
3,3,USA,onsite,bachelor,large,29,0
2,10,USA,remote,self-taught,small,23,1
0,10,UK,onsite,self-taught,medium,36,0
1,9,Ukraine,onsite,self-taught,small,6,1
7,5,UK,remote,bachelor,large,17,1
0,10,Netherlands,hybrid,bachelor,medium,18,1
7,6,UK,hybrid,master,large,31,0
12,2,Germany,hybrid,master,medium,6,0
6,2,Netherlands,hybrid,master,large,34,0
14,9,Netherlands,remote,self-taught,small,44,1
7,7,Poland,onsite,phd,small,44,1
11,4,Poland,remote,bachelor,large,27,1
5,3,Poland,hybrid,master,small,36,0
11,6,Lithuania,hybrid,phd,small,48,1
13,6,Germany,remote,master,large,42,1
14,8,Germany,onsite,master,medium,25,1
14,8,Poland,remote,phd,large,10,1
8,4,USA,remote,master,medium,39,1
2,7,Lithuania,remote,self-taught,small,46,0
9,9,USA,onsite,self-taught,small,39,1
3,0,Spain,remote,self-taught,small,12,0
12,8,Germany,remote,bootcamp,small,11,1
5,7,Germany,hybrid,master,small,49,1
7,5,USA,remote,bootcamp,medium,43,0
4,2,Lithuania,hybrid,bachelor,medium,3,0
2,2,Germany,hybrid,phd,medium,22,0
5,7,USA,hybrid,bachelor,large,4,0
3,4,Netherlands,onsite,bootcamp,small,8,0
8,9,Netherlands,hybrid,self-taught,small,14,1
12,10,UK,remote,master,small,20,1
2,6,Lithuania,remote,master,large,24,1
3,4,USA,hybrid,self-taught,large,14,0
6,7,UK,hybrid,master,large,28,1
6,9,Netherlands,remote,phd,small,16,1
11,9,Lithuania,hybrid,phd,medium,32,1
11,3,Ukraine,onsite,phd,large,47,0
3,1,UK,hybrid,bachelor,large,12,0
5,2,Ukraine,onsite,self-taught,medium,16,0
11,7,Poland,onsite,phd,large,19,1
12,10,Lithuania,onsite,bootcamp,medium,5,1
2,6,Spain,hybrid,phd,small,12,0
5,1,Poland,onsite,bachelor,medium,29,0
11,5,UK,onsite,bootcamp,medium,5,1
1,8,USA,hybrid,self-taught,small,42,0
7,3,Poland,onsite,self-taught,large,17,0
1,8,Poland,hybrid,phd,small,47,1
10,1,UK,remote,bootcamp,large,8,0
6,1,USA,onsite,bootcamp,large,40,0
8,8,USA,hybrid,phd,medium,40,1
0,6,Netherlands,remote,phd,small,30,0
7,6,Spain,onsite,master,medium,10,0
6,0,USA,onsite,master,small,20,0
5,10,Germany,hybrid,phd,small,45,1
5,5,Germany,remote,bachelor,medium,16,0
5,6,Spain,hybrid,master,large,41,1
8,10,Lithuania,onsite,phd,large,16,1
1,5,UK,onsite,bootcamp,small,42,0
0,5,Lithuania,onsite,master,large,3,0
12,1,Germany,onsite,bachelor,medium,23,0
11,5,USA,remote,self-taught,medium,22,1
5,3,Spain,remote,bootcamp,medium,28,0
9,8,Lithuania,hybrid,bachelor,small,46,1
10,0,Lithuania,hybrid,bachelor,small,45,0
7,7,Ukraine,hybrid,bachelor,large,36,0
2,4,UK,onsite,bootcamp,medium,4,0
11,0,Poland,hybrid,bachelor,medium,38,0
9,3,Germany,remote,self-taught,small,24,0
0,0,USA,hybrid,master,small,19,0
8,5,Spain,hybrid,bootcamp,small,11,1
12,1,Lithuania,remote,bachelor,medium,40,0
12,4,UK,remote,phd,medium,46,1
0,6,Poland,onsite,master,large,40,0
2,1,Germany,remote,bootcamp,medium,46,0
7,5,Germany,remote,phd,large,39,1
13,5,UK,hybrid,phd,large,18,1
2,4,Ukraine,remote,bachelor,medium,12,0
12,4,Spain,onsite,bootcamp,large,14,1
3,2,Lithuania,hybrid,bachelor,large,47,0
7,9,Spain,onsite,self-taught,small,18,1
0,9,UK,remote,phd,medium,44,1
12,10,UK,onsite,self-taught,large,42,1
12,1,Spain,onsite,bachelor,large,12,1
5,6,Netherlands,remote,master,large,40,1
0,0,Poland,remote,phd,medium,27,0
13,5,Germany,hybrid,master,small,6,1
0,5,Netherlands,hybrid,bootcamp,small,24,0
13,2,USA,hybrid,phd,medium,33,1
7,1,Germany,remote,self-taught,medium,45,0
10,1,Germany,onsite,master,medium,16,0
3,8,Poland,onsite,bootcamp,medium,12,1
11,10,USA,hybrid,phd,small,31,1
0,4,Lithuania,hybrid,bootcamp,large,37,0
9,6,USA,remote,self-taught,large,13,1
6,4,Lithuania,onsite,phd,medium,8,0
4,6,Ukraine,hybrid,bootcamp,medium,38,0
4,3,Ukraine,remote,bachelor,large,3,0
0,7,USA,hybrid,phd,small,20,0
13,10,Spain,remote,phd,medium,4,1
9,9,UK,onsite,phd,medium,44,1
10,10,USA,remote,phd,small,45,1
5,9,Netherlands,hybrid,bachelor,small,2,1
13,6,Netherlands,hybrid,self-taught,small,36,1
8,9,Poland,onsite,bachelor,medium,23,1
8,4,UK,onsite,bachelor,small,45,0
7,10,UK,hybrid,bootcamp,medium,19,1
4,5,Lithuania,hybrid,master,medium,40,0
0,4,Germany,hybrid,master,small,8,0
8,6,Poland,onsite,bootcamp,large,16,0
0,1,Netherlands,hybrid,bachelor,small,43,0
7,4,Netherlands,onsite,bootcamp,large,18,1
4,9,Ukraine,hybrid,phd,small,36,1
2,2,Lithuania,remote,bootcamp,small,24,0
10,8,Netherlands,remote,bootcamp,medium,1,1
6,5,Netherlands,hybrid,phd,medium,1,1
6,9,Lithuania,remote,master,medium,46,1
8,2,Netherlands,onsite,phd,medium,36,0
6,6,Germany,remote,self-taught,medium,11,0
12,3,Spain,remote,bootcamp,medium,18,1
10,2,Poland,onsite,bootcamp,medium,16,0
13,7,Germany,remote,master,large,17,1
2,3,Germany,remote,bachelor,large,24,0
10,10,Spain,hybrid,phd,medium,34,1
12,0,Ukraine,onsite,bachelor,large,4,0
14,5,UK,onsite,self-taught,small,35,1
13,9,Poland,hybrid,phd,large,15,1
12,10,Ukraine,hybrid,self-taught,medium,2,1
0,10,Ukraine,remote,self-taught,large,31,1
7,0,Germany,remote,self-taught,small,9,0
11,4,Netherlands,remote,phd,large,10,1
2,6,Ukraine,hybrid,phd,medium,25,0
11,5,Spain,onsite,master,small,5,1
7,1,UK,remote,bootcamp,small,14,0
7,10,Poland,hybrid,bachelor,large,42,1
12,3,USA,onsite,bachelor,small,48,1
4,10,Lithuania,hybrid,self-taught,small,38,1
12,1,Netherlands,remote,phd,small,40,1
11,10,Spain,hybrid,phd,medium,2,1
12,0,Lithuania,hybrid,self-taught,small,18,0
0,2,UK,hybrid,bootcamp,large,29,0
12,2,UK,hybrid,bachelor,large,20,0
9,6,USA,onsite,master,small,8,0
6,0,Ukraine,remote,bootcamp,large,37,0
11,8,Germany,onsite,phd,small,49,1
9,10,Germany,hybrid,self-taught,large,48,1
4,5,Poland,hybrid,bachelor,small,26,0
7,3,Spain,remote,self-taught,small,37,0
8,2,Spain,remote,phd,small,49,0
10,2,Ukraine,onsite,self-taught,medium,4,0
13,1,UK,onsite,bachelor,large,33,1
6,1,Poland,remote,self-taught,small,22,0
13,9,Ukraine,onsite,bachelor,medium,6,1
12,4,Lithuania,hybrid,self-taught,medium,33,0
14,8,Germany,hybrid,self-taught,small,28,1
6,1,Germany,remote,bachelor,small,24,0
0,1,UK,onsite,self-taught,small,4,0
14,5,Spain,hybrid,bootcamp,small,2,1
3,9,UK,remote,master,small,13,0
1,1,Ukraine,onsite,bootcamp,large,46,0
1,3,Spain,hybrid,master,small,49,0
1,5,Poland,onsite,bootcamp,small,11,0
3,4,Ukraine,onsite,master,large,35,0
13,0,USA,onsite,self-taught,medium,39,0
0,5,Lithuania,remote,bachelor,large,10,0
14,0,Netherlands,hybrid,bachelor,medium,43,0
3,2,USA,remote,phd,medium,10,0
1,9,Ukraine,hybrid,master,large,8,1
4,4,USA,hybrid,phd,small,5,0
2,9,Spain,remote,phd,medium,23,1
14,4,Spain,remote,master,small,34,1
11,9,Spain,hybrid,bachelor,large,47,1
7,5,USA,hybrid,master,medium,32,0
3,9,UK,hybrid,self-taught,small,16,1
0,7,Lithuania,onsite,phd,medium,4,0
0,4,UK,hybrid,phd,medium,28,0
11,10,Spain,remote,master,large,48,1
9,0,Ukraine,remote,phd,small,44,0
2,4,Ukraine,remote,bachelor,small,14,0
14,2,Germany,hybrid,phd,medium,12,1
8,3,UK,hybrid,master,small,21,1
6,7,Lithuania,onsite,bachelor,medium,48,1
1,6,Ukraine,onsite,bachelor,large,16,0
14,10,Germany,remote,phd,large,44,1
12,4,Lithuania,onsite,master,small,2,1
8,1,Spain,onsite,phd,large,23,0
9,5,UK,remote,self-taught,large,29,1
1,10,Netherlands,hybrid,self-taught,small,46,1
2,5,Poland,onsite,bachelor,medium,43,0
10,9,Spain,hybrid,phd,large,9,1
12,9,Ukraine,remote,self-taught,small,7,1
9,10,USA,remote,bootcamp,small,29,1
13,5,Netherlands,onsite,self-taught,small,44,1
1,8,USA,remote,phd,large,17,1
2,10,Lithuania,remote,phd,large,9,1
5,7,USA,remote,self-taught,medium,6,0
8,7,Netherlands,onsite,phd,medium,44,1
8,0,Netherlands,onsite,phd,medium,20,0
6,4,Spain,onsite,bootcamp,medium,10,1
11,6,Germany,remote,bachelor,medium,9,1
2,5,Spain,hybrid,phd,medium,12,1
3,4,Lithuania,remote,master,small,33,1
5,7,Ukraine,onsite,bachelor,medium,32,1
10,2,USA,hybrid,bachelor,large,34,0
4,5,Germany,hybrid,master,medium,19,0
1,4,UK,onsite,self-taught,large,33,0
12,7,Poland,hybrid,bootcamp,medium,48,1
5,3,Netherlands,hybrid,phd,small,16,0
2,7,Germany,onsite,self-taught,small,23,1
13,9,Ukraine,hybrid,master,large,26,1
7,1,UK,hybrid,bootcamp,medium,45,0
1,8,Germany,onsite,bootcamp,small,44,0
0,8,Spain,hybrid,bootcamp,small,41,0
8,9,UK,hybrid,master,medium,37,1
13,9,Poland,hybrid,self-taught,large,9,1
11,5,Ukraine,hybrid,phd,large,30,1
2,3,Netherlands,onsite,bootcamp,large,13,0
10,3,Ukraine,remote,bootcamp,small,48,1
0,5,Lithuania,remote,self-taught,medium,42,0
6,4,Lithuania,hybrid,bootcamp,small,16,0
12,5,Germany,onsite,bootcamp,small,46,1
14,6,UK,onsite,master,small,2,1
9,6,Germany,hybrid,bachelor,small,31,0
4,8,USA,remote,self-taught,medium,43,0
4,7,Poland,hybrid,self-taught,small,19,0
13,5,Netherlands,onsite,self-taught,small,11,1
0,5,Germany,onsite,master,large,14,0
14,4,USA,remote,master,small,47,1
14,0,UK,onsite,phd,medium,25,1
8,8,Poland,onsite,master,small,7,1
6,8,Netherlands,onsite,self-taught,medium,15,1
7,8,Lithuania,remote,phd,medium,30,1
8,10,USA,onsite,bachelor,medium,31,1
5,7,UK,hybrid,bootcamp,large,24,1
11,9,Poland,remote,bootcamp,large,25,1
4,2,USA,hybrid,phd,small,8,0
5,0,Germany,hybrid,bachelor,small,30,0
10,10,Spain,remote,bootcamp,small,36,1
1,7,Lithuania,hybrid,phd,medium,14,0
3,6,Germany,remote,master,medium,29,0
2,4,Germany,hybrid,self-taught,medium,27,0
12,9,UK,remote,bachelor,small,36,1
6,6,UK,onsite,bootcamp,small,34,0
8,9,Poland,onsite,self-taught,small,21,1
4,3,UK,hybrid,phd,small,38,0
5,8,USA,onsite,bootcamp,large,11,1
9,10,Lithuania,remote,self-taught,large,33,1
13,9,Germany,hybrid,master,large,15,1
11,1,Poland,onsite,bachelor,small,12,0
11,8,Ukraine,onsite,phd,large,24,1
1,8,Ukraine,hybrid,bootcamp,large,37,0
2,4,Lithuania,onsite,master,small,11,0
2,10,UK,onsite,bachelor,large,19,1
11,0,UK,hybrid,bachelor,small,1,0
11,6,USA,onsite,master,small,17,1
14,9,UK,onsite,bootcamp,small,40,1
8,9,Ukraine,onsite,bachelor,medium,16,1
14,3,Germany,onsite,phd,small,26,1
6,8,Ukraine,hybrid,self-taught,large,43,1
